CustomerID,Age,Gender,Tenure,Subscription_Type,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Customer_Service_Calls,Churn,Avg_Monthly_Spend,High_Support_Calls
CUST1,56,1,0.2643592843305777,2,-0.11732453053311234,-0.9133561912820887,1,1,3,0,-0.7223865894777451,0
CUST2,69,1,0.5103664352058593,2,1.6118709830146212,-0.5260490484330756,1,2,7,0,-0.3482923323579926,1
CUST3,46,1,1.346790748181817,0,0.07285501300864396,-1.6284842970328979,1,0,8,1,-0.6939196851251312,1
CUST4,32,0,1.149985027481592,0,0.6218186534001842,1.6313908895028186,2,0,2,0,0.7587917444307813,0
CUST5,60,1,1.5927978990570988,2,-0.6444468227868038,0.6037004891404895,0,1,4,0,0.2328374646400447,0
CUST6,25,1,1.0515821671314791,0,0.9558314651667982,1.5323863142477454,2,0,7,1,0.7469290476385486,1
CUST7,38,1,0.2643592843305777,2,0.9521024545091167,-0.8046081290464778,2,3,2,0,-0.6363761780517017,0
CUST8,56,0,0.2643592843305777,0,0.08084575013224708,0.40628528123293045,0,3,6,1,0.3213368907620594,1
CUST9,36,0,-0.08005072689481667,1,1.6552873213861985,0.6409138214906855,0,1,7,0,0.6966838718480144,1
CUST10,40,1,-1.4084893416213375,1,-1.2895656665657025,-0.6224197710754853,1,3,9,1,1.5237111661348008,1
CUST11,28,1,-0.7688707493456054,2,-1.6656630271832933,1.2345488466587005,1,2,2,0,5.341378657886577,0
CUST12,28,1,0.2643592843305777,0,0.9425135699607928,1.581234557937909,2,1,1,0,1.2506212257341889,0
CUST13,41,1,1.1991864576566482,0,1.0706317218425645,1.3631621677272725,1,1,9,1,0.6198483821057152,1
CUST14,53,0,1.1991864576566482,1,-1.3079443619499898,0.8528983000248035,1,2,6,0,0.3878244598384862,1
CUST15,57,0,0.6579707257310283,1,-0.8045279231629878,-0.7627174987009071,0,3,8,0,-0.4600307393030788,1
CUST16,41,0,0.313560714505634,0,-1.6635321639503324,-0.7481871171733272,0,3,0,0,-0.5695870079784714,0
CUST17,20,0,-1.0640793303959433,0,-0.7086390776797494,1.637931328876547,1,3,2,0,-25.560993205700555,0
CUST18,39,1,0.5103664352058593,0,0.952901528221477,-1.697851843493396,0,1,4,0,-1.124132398547365,0
CUST19,19,1,0.90397787660631,0,0.06912600235096245,0.7723377638036442,1,1,2,1,0.4056442951849184,0
CUST20,41,1,0.36276214468069035,0,-0.5189922499462334,0.7380269723863293,0,3,0,1,0.5415669750345589,0
CUST21,61,0,1.3959921783568736,0,-0.4369540154772405,0.44557741269218215,0,0,6,0,0.1859678077070146,1
CUST22,47,1,-0.37525930794515466,2,-1.7194673238155551,1.731551531609356,0,3,6,0,2.771632380650731,1
CUST23,55,0,0.165956423980465,0,-0.6862650137336606,-0.64226381767264,0,2,9,0,-0.5508471881650705,1
CUST24,19,0,1.2483878878317045,1,0.5142100601356612,-0.5439415693360155,1,1,7,0,-0.24192514658161618,1
CUST25,38,1,-1.3592879114462812,2,1.6491610895914364,-1.4575596362752556,2,2,4,0,4.056801216628692,0
CUST26,50,1,-1.457690771796394,0,1.2088714740808997,-0.1840477058945099,0,2,9,0,0.402122387506612,1
CUST27,29,1,0.5103664352058593,1,-1.6424898895248439,-0.8201743747559509,1,1,4,0,-0.5430300592214651,0
CUST28,39,0,1.149985027481592,2,1.3870649119372511,-0.5319884744589477,1,0,4,1,-0.2474382228987418,0
CUST29,61,1,-0.17845358724492935,1,0.9877944136612107,1.1871677826118323,0,3,0,0,1.4450404312893823,0
CUST30,42,0,-0.57206502864538,0,0.977939171208767,1.5403656502836938,2,2,9,0,3.599532063032137,1
CUST31,66,1,0.36276214468069035,0,-0.13836680495860057,-1.0837788291256394,0,1,4,0,-0.7952809911516733,0
CUST32,44,0,-1.2116836209211124,0,-0.3461259701722842,-0.4300601460351865,1,2,5,1,2.031617487285216,0
CUST33,59,0,-0.129252157069873,0,-0.6753443396647361,1.5163746115863321,2,3,0,0,1.7414623807549454,0
CUST34,45,1,0.90397787660631,2,-1.4967921159711455,-1.5175195561554884,1,0,6,0,-0.797025834596538,1
CUST35,33,0,-0.22765501741998567,2,-0.9339778645653598,-1.4105851400813492,0,0,0,1,-1.8263666779698586,0
CUST36,32,0,0.21515785415552136,1,-0.8703183254806542,-1.1640777477718496,2,0,1,0,-0.9579642215132863,0
CUST37,64,1,-0.17845358724492935,0,-0.04807147546188434,0.349408206289936,1,1,1,0,0.425305498101062,0
CUST38,68,0,-1.605295062321563,1,0.8639379882453613,-1.2071916170489392,1,1,4,0,1.9943853703660626,0
CUST39,61,1,-1.1132807605709996,2,-0.08349707670985888,1.6544379837067826,1,0,9,0,-14.604757024648077,1
CUST40,69,0,0.21515785415552136,0,-1.5239606221913966,-0.17034106619075604,0,3,6,0,-0.1401801960199938,1
CUST41,20,1,1.5435964688820425,0,1.592160498109733,0.02147411146383748,2,3,0,1,0.0084424206931203,0
CUST42,54,1,-1.0640793303959433,2,1.5399543489021927,-0.8705392933062926,0,1,9,1,13.585336924204263,1
CUST43,68,0,0.5595678653809157,2,0.9944533612642134,-0.08547798147347377,0,0,0,0,-0.054808760407868654,0
CUST44,24,0,-0.37525930794515466,2,1.7082925443061,0.58285946746042,0,3,0,0,0.9329622271655253,0
CUST45,38,0,-0.867273609695718,2,0.16101947927239937,0.8952838825391967,2,3,5,1,6.745334371609992,0
CUST46,26,0,1.2483878878317045,2,1.60947376187754,0.9047021152373654,0,3,1,0,0.40237813063022687,0
CUST47,56,0,1.44519360853193,0,-1.4624319463396518,0.2887801009817927,0,1,0,0,0.11810111885380455,0
CUST48,35,1,0.018352133455296012,2,-0.4579962899027287,1.431426677925823,0,0,5,0,1.4056303619347796,0
CUST49,21,0,1.7404021895822679,0,-0.9438331070178039,1.1270947308072972,0,2,1,1,0.41128807117874383,0
CUST50,42,1,-0.22765501741998567,0,-1.046114542199925,0.9158350036632411,1,0,5,0,1.1857848815226313,0
CUST51,31,1,1.7896036197573242,2,-1.2368268015499213,-1.5392302795036317,0,0,9,1,-0.5517738321681465,1
CUST52,67,0,1.3959921783568736,2,0.4308400361460675,-1.7097766553893878,1,1,7,0,-0.713598596370177,1
CUST53,26,1,-0.32605787777009837,0,0.981135466058208,-0.9902788290624014,0,3,1,0,-1.4693826018558134,0
CUST54,43,1,1.2483878878317045,2,0.2782169570852465,0.5884948514397299,2,3,8,0,0.2617408030992648,1
CUST55,19,1,0.11675499380540867,2,-1.2152518113161928,-0.29464830339057135,1,1,7,1,-0.26384328256866785,1
CUST56,37,1,-0.6212664588204364,2,1.0844823328568098,-0.3254201868008038,1,1,9,1,-0.8592325511685192,1
CUST57,45,0,1.641999329232155,1,0.4777190272712064,1.3622217586065093,1,1,0,0,0.5156026133444978,0
CUST58,64,1,-0.719669319170549,0,-0.3802197818996579,1.400637117652418,1,1,6,0,4.996374686881115,1
CUST59,24,0,1.641999329232155,1,0.6100989056188995,1.4482833346468695,2,1,9,0,0.5481770258691869,1
CUST60,61,0,1.44519360853193,2,-0.8242384080678758,-0.6352708506017025,0,2,5,0,-0.25980390607315257,0
CUST61,25,1,-0.867273609695718,1,-0.5291138503027973,0.6848585033368704,1,0,5,0,5.159927138580333,0
CUST62,64,0,-1.1132807605709996,2,1.4525889563507977,-0.7831272049195737,2,0,5,0,6.913152780508945,0
CUST63,52,0,-0.6212664588204364,1,-0.7182279622280732,-1.066710050046526,1,0,5,1,-2.8165185653329337,0
CUST64,31,0,-0.867273609695718,2,-0.09681497191586422,-1.0876323852971874,0,3,9,1,-8.19454505470792,1
CUST65,34,1,-1.2116836209211124,1,1.3580319003881594,-0.5364642562141586,1,2,6,1,2.534273808619711,1
CUST66,53,0,1.4943950387069862,1,0.7262309518152661,-0.22898936282360885,2,0,2,0,-0.09180156281192314,0
CUST67,67,0,-0.6212664588204364,1,-1.5087782216565502,1.1744899363447028,0,3,5,0,3.101098288487363,0
CUST68,57,0,0.756373586081141,0,-1.2141863796997123,-1.3142285589294773,2,2,2,0,-0.7482625389862602,0
CUST69,21,1,-1.014877900220887,1,-1.697093259869466,0.8384068075962026,0,2,6,1,-56.35249565789999,1
CUST70,19,0,1.44519360853193,0,0.4604057635033993,0.12625195023096353,0,3,6,1,0.051632700899608495,1
CUST71,23,1,0.608769295555972,2,-0.17405876411069499,-0.726034472245878,0,2,7,1,-0.45129806632402747,1
CUST72,59,1,-0.276856447595042,1,-1.2592008654960103,-0.00897251766402596,1,3,1,0,-0.01240765769698985,0
CUST73,21,1,0.06755356363035234,2,1.5926932139179735,-0.6840448514665428,2,0,8,0,-0.6407592787572746,1
CUST74,46,1,0.8547764464312537,2,0.10987876168133881,0.35244862675556116,2,3,4,0,0.19002216004721326,0
CUST75,35,1,-1.3592879114462812,1,-0.8865661576319808,-0.2153887842988885,2,2,8,1,0.5994879800766474,1
